player_id,player_name,team_id,team_name,competition_id,season_id,role,minutes,metric,latent_dimension,raw_metric_value,selected_normalization,normalized_metric_value,oriented_metric_score,percentile_rank,role_benchmark_band,direction
138958,Mouad Bahsain,2761,FUS Rabat,1229,318,CB,515.7833,interceptions_90,CB_D4,0.52347565,log_transform,0.0,0.0,3.8461538461538463,Very Poor,higher_is_better
477678,Cheick Keita,2889,Olympique Dcheïra,1229,318,CB,1643.9834,interceptions_90,CB_D4,1.0401565,log_transform,49.37736908038952,49.37736908038952,61.53846153846154,Average,higher_is_better
523290,Achraf Zine,36100,US Yacoub El Mansour,1229,318,CB,1219.8333,interceptions_90,CB_D4,1.2542697,log_transform,65.03210448347336,65.03210448347336,80.76923076923077,Good,higher_is_better
138871,Karim El Bounagat,25917,CODM Meknès,1229,318,CB,2001.0168,interceptions_90,CB_D4,0.674657,log_transform,16.689961388361727,16.689961388361727,23.076923076923077,Poor,higher_is_better
524512,Reda Ait Boughima,18552,Renaissance Zemamra,1229,318,CB,1352.4501,interceptions_90,CB_D4,0.7320048,log_transform,22.453127857109145,22.453127857109145,26.923076923076923,Poor,higher_is_better
139556,Bilal El Ouadghiri,2839,Ittihad Tanger,1229,318,CB,1500.8333,interceptions_90,CB_D4,0.6596336,log_transform,15.132700103247974,15.132700103247974,15.384615384615385,Poor,higher_is_better
407555,James Monday Ajako,18552,Renaissance Zemamra,1229,318,CB,1626.8003,interceptions_90,CB_D4,0.94049644,log_transform,41.32006141054798,41.32006141054798,50.0,Average,higher_is_better
7378,Yunis Abdelhamid,2838,FAR Rabat,1229,318,CB,937.7833,ball_recoveries_90,CB_D7,9.117245,min_max,48.60845417640398,48.60845417640398,42.30769230769231,Average,higher_is_better
49760,Adil Rhaili,6995,Maghreb Fès,1229,318,CB,1269.3834,ball_recoveries_90,CB_D7,7.3027577,min_max,16.23179636661589,16.23179636661589,11.538461538461538,Poor,higher_is_better
3252,Oussama Haddadi,2762,RSB Berkane,1229,318,CB,1504.85,ball_recoveries_90,CB_D7,9.9279,min_max,63.073311294331305,63.073311294331305,69.23076923076923,Average,higher_is_better
